Image,target
"[[[232 246 229]
  [235 249 232]
  [240 254 237]
  ...
  [137  50  31]
  [137  50  31]
  [137  50  31]]

 [[219 168 111]
  [217 166 109]
  [214 163 106]
  ...
  [136  51  31]
  [136  51  31]
  [136  51  31]]

 [[213 164 108]
  [214 165 109]
  [215 166 110]
  ...
  [133  51  30]
  [133  51  30]
  [133  51  30]]

 ...

 [[ 74  29   6]
  [ 70  25   4]
  [ 63  20   3]
  ...
  [  6   0   0]
  [  6   0   0]
  [  6   0   0]]

 [[ 70  25   2]
  [ 67  22   1]
  [ 59  16   0]
  ...
  [  6   0   0]
  [  6   0   0]
  [  6   0   0]]

 [[ 68  23   4]
  [ 64  18   2]
  [ 57  13   0]
  ...
  [  6   0   0]
  [  6   0   0]
  [  6   0   0]]]",mohiniyattam
"[[[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 2  6  7]
  [ 7  6  4]
  [46 38 35]
  ...
  [37 30 48]
  [34 24 35]
  [26 20 30]]

 [[ 3  3  3]
  [ 8  2  2]
  [51 40 44]
  ...
  [28 25 34]
  [25 22 31]
  [23 20 31]]

 [[ 3  3  3]
  [10  1  2]
  [70 59 65]
  ...
  [25 22 31]
  [21 18 27]
  [20 17 28]]]",kuchipudi
"[[[18 25 53]
  [19 26 54]
  [20 27 55]
  ...
  [22 29 55]
  [19 31 57]
  [21 37 62]]

 [[18 25 51]
  [19 26 52]
  [20 27 53]
  ...
  [20 27 53]
  [21 33 59]
  [23 39 64]]

 [[19 27 50]
  [19 27 50]
  [19 27 50]
  ...
  [22 29 55]
  [22 34 60]
  [22 38 63]]

 ...

 [[16 22 36]
  [ 9 15 27]
  [15 19 31]
  ...
  [18 20 35]
  [18 20 35]
  [18 20 35]]

 [[14 16 31]
  [14 16 29]
  [14 16 29]
  ...
  [15 21 35]
  [16 22 36]
  [15 21 35]]

 [[15 17 32]
  [15 17 30]
  [15 17 30]
  ...
  [15 21 35]
  [16 22 36]
  [15 21 35]]]",odissi
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 36  37 225]
  [ 45  45 229]
  [ 47  39 236]
  ...
  [ 68  56 255]
  [ 64  52 250]
  [ 63  45 255]]

 [[ 42  31 245]
  [ 44  34 245]
  [ 47  39 246]
  ...
  [ 38  26 248]
  [ 37  25 245]
  [ 36  24 244]]

 [[ 23  12 230]
  [ 18   9 214]
  [ 11   5 191]
  ...
  [ 35  22 250]
  [ 29  16 243]
  [ 26  14 238]]]",sattriya
"[[[ 5  8 13]
  [10 13 18]
  [10 13 18]
  ...
  [10 13 18]
  [10 13 18]
  [ 3  7 10]]

 [[10 13 18]
  [10 13 18]
  [10 13 18]
  ...
  [10 13 18]
  [10 13 18]
  [ 9 12 17]]

 [[10 13 18]
  [12 13 18]
  [10 13 18]
  ...
  [12 15 20]
  [12 15 20]
  [10 13 18]]

 ...

 [[14 19 23]
  [16 20 23]
  [ 8 12 13]
  ...
  [10 13 18]
  [ 9 12 17]
  [ 4  7 12]]

 [[13 17 20]
  [ 9 12 17]
  [16 20 23]
  ...
  [10 13 18]
  [10 13 18]
  [ 9 12 17]]

 [[16 20 21]
  [18 19 21]
  [12 17 21]
  ...
  [ 8 16 19]
  [ 9 12 19]
  [11 14 21]]]",bharatanatyam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bharatanatyam
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 16   6  14]
  [ 40  29  35]
  [ 55  39  42]
  ...
  [156 125 104]
  [151 116  97]
  [102  67  48]]

 [[ 14   4  12]
  [ 38  27  33]
  [ 53  37  40]
  ...
  [163 132 111]
  [146 114 101]
  [ 96  64  51]]

 [[ 14   5  10]
  [ 38  27  31]
  [ 57  41  42]
  ...
  [158 130 108]
  [134 107  88]
  [109  81  67]]]",kathak
"[[[ 3  2  8]
  [ 1  0  8]
  [ 1  1  0]
  ...
  [ 1  0  5]
  [ 1  0  6]
  [ 2  1  7]]

 [[ 3  2  8]
  [ 1  0  8]
  [ 1  1  0]
  ...
  [ 1  0  5]
  [ 1  0  6]
  [ 2  1  7]]

 [[ 3  2  8]
  [ 1  0  8]
  [ 1  1  0]
  ...
  [ 1  0  5]
  [ 1  0  6]
  [ 2  1  7]]

 ...

 [[23 21 22]
  [ 8  6  7]
  [16 14 17]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]]

 [[28 28 28]
  [ 7  7  9]
  [21 19 24]
  ...
  [ 3  3  5]
  [ 2  2  2]
  [ 1  1  1]]

 [[30 30 30]
  [ 9  9 11]
  [29 27 32]
  ...
  [ 3  3  5]
  [ 2  2  2]
  [ 1  1  1]]]",kathak
"[[[134  89  86]
  [137  89  87]
  [145  96  92]
  ...
  [ 63  29  66]
  [ 63  29  66]
  [ 61  29  66]]

 [[113  66  60]
  [ 97  50  44]
  [110  62  58]
  ...
  [ 64  30  67]
  [ 64  30  67]
  [ 61  29  66]]

 [[110  61  56]
  [ 93  45  43]
  [144  96  96]
  ...
  [ 66  32  69]
  [ 65  31  68]
  [ 61  29  66]]

 ...

 [[201  54  44]
  [202  54  42]
  [203  52  41]
  ...
  [175  38  30]
  [172  38  29]
  [172  41  31]]

 [[181  64  44]
  [187  67  50]
  [189  68  51]
  ...
  [183  46  38]
  [178  44  35]
  [178  47  37]]

 [[230 124 100]
  [201  90  79]
  [182  71  62]
  ...
  [185  51  40]
  [182  48  37]
  [183  49  38]]]",kuchipudi
"[[[ 31  50  57]
  [ 32  51  55]
  [ 31  51  50]
  ...
  [ 10  13   6]
  [ 16  18  17]
  [  8  10   9]]

 [[ 36  51  56]
  [ 37  52  55]
  [ 28  44  43]
  ...
  [  6   9   2]
  [ 12  14  13]
  [  5   7   6]]

 [[ 55  69  70]
  [ 56  70  71]
  [ 30  44  44]
  ...
  [  4   7   0]
  [ 13  15  14]
  [  7   9   8]]

 ...

 [[139 136 131]
  [127 126 124]
  [119 118 124]
  ...
  [ 90  73  55]
  [122 105  87]
  [214 193 172]]

 [[144 137 129]
  [138 133 129]
  [119 117 120]
  ...
  [ 39  32  22]
  [ 48  42  28]
  [144 132 116]]

 [[139 129 127]
  [128 129 133]
  [137 126 122]
  ...
  [ 37  38  32]
  [ 53  58  52]
  [ 52  63  55]]]",manipuri
"[[[63 51 39]
  [69 57 45]
  [81 69 57]
  ...
  [28 13  6]
  [28 13  6]
  [28 13  6]]

 [[56 46 34]
  [96 86 74]
  [82 72 60]
  ...
  [29 14  7]
  [29 14  7]
  [29 14  7]]

 [[46 36 26]
  [41 31 21]
  [21 11  1]
  ...
  [30 15  8]
  [30 15  8]
  [31 16  9]]

 ...

 [[22  8  7]
  [38 10  0]
  [59 20  3]
  ...
  [24  8  9]
  [21  7  7]
  [18  8  7]]

 [[47 32 27]
  [55 25 14]
  [22  4  0]
  ...
  [24  8  9]
  [21  7  7]
  [18  8  7]]

 [[32 18  7]
  [85 57 43]
  [21 17  5]
  ...
  [24  8  9]
  [21  7  7]
  [18  8  7]]]",kathakali
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[187 152 208]
  [185 153 203]
  [189 157 207]
  ...
  [109 119 206]
  [106 116 203]
  [108 115 196]]

 [[187 152 208]
  [186 154 204]
  [189 157 207]
  ...
  [112 122 209]
  [110 120 207]
  [108 119 201]]

 [[188 151 203]
  [184 154 204]
  [186 154 204]
  ...
  [113 125 209]
  [115 127 211]
  [112 124 208]]]",mohiniyattam
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 1  0  2]
  [ 0  0  2]
  [ 3  0  0]
  ...
  [ 2  0  3]
  [ 1  2  0]
  [ 0  1  3]]

 [[ 0  1  2]
  [ 1  0  0]
  [ 0  1  0]
  ...
  [ 0  1 13]
  [ 2  0  6]
  [ 0  2  1]]

 [[ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 0  0  2]]]",kathakali
"[[[113 111  63]
  [116 113  82]
  [114 116  66]
  ...
  [113 116  71]
  [113 116  71]
  [104 104  70]]

 [[ 42  36  12]
  [ 16   7  10]
  [  9   7   0]
  ...
  [  9   4   8]
  [  9   4   8]
  [ 41  43   0]]

 [[ 44  40  15]
  [  4   0   9]
  [  6   4   9]
  ...
  [  5   4   0]
  [  5   4   0]
  [ 55  58   5]]

 ...

 [[ 43  37  11]
  [ 16   8   5]
  [ 12   6  10]
  ...
  [ 21   3   0]
  [ 28   3   0]
  [ 52  51   0]]

 [[ 43  37  11]
  [ 16   8   5]
  [ 11   5   9]
  ...
  [ 48  23  16]
  [ 61  22   7]
  [ 62  61   7]]

 [[111 114  61]
  [123 123  85]
  [120 124  65]
  ...
  [140 113  66]
  [132 116  65]
  [105 114  69]]]",kathakali
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[115  49   0]
  [129  56  21]
  [127  53  24]
  ...
  [117  58  24]
  [113  61  14]
  [115  51  26]]

 [[ 94  38  11]
  [ 96  45  26]
  [ 96  37  23]
  ...
  [107  52  45]
  [ 84  41  24]
  [ 82  36  21]]

 [[ 51  24   5]
  [ 57  28  20]
  [ 53  18  16]
  ...
  [ 75  35  33]
  [ 76  39  20]
  [ 83  40  34]]]",kuchipudi
"[[[  3   3   1]
  [  3   3   1]
  [  2   2   0]
  ...
  [  2   1   0]
  [  6   5   3]
  [  5   4   2]]

 [[  3   3   1]
  [  3   3   1]
  [  3   3   1]
  ...
  [  2   1   0]
  [  7   6   4]
  [  6   5   3]]

 [[  3   3   1]
  [  3   3   1]
  [  3   3   1]
  ...
  [  3   2   0]
  [  6   5   3]
  [  6   5   3]]

 ...

 [[180  89  58]
  [187  92  24]
  [147  56  25]
  ...
  [166  90  56]
  [130  54  20]
  [128  51  23]]

 [[190  92  45]
  [187  89  42]
  [196  98  51]
  ...
  [143  56  11]
  [146  64   4]
  [188 103  49]]

 [[178  79  37]
  [183  85  38]
  [204 107  56]
  ...
  [149  40   0]
  [183  91  42]
  [186  92  56]]]",odissi
"[[[ 32  69  96]
  [ 33  68  96]
  [ 39  73 101]
  ...
  [ 47  84 111]
  [ 26  70 109]
  [ 22  66 105]]

 [[ 31  66  94]
  [ 40  71 100]
  [ 45  72 101]
  ...
  [ 48  85 112]
  [ 26  68 110]
  [ 29  73 112]]

 [[ 29  70  98]
  [ 34  71  98]
  [ 40  74 102]
  ...
  [ 24  68 107]
  [ 28  71 113]
  [ 25  67 107]]

 ...

 [[ 47 102 123]
  [ 51  99 122]
  [ 49 101 122]
  ...
  [ 54  74 109]
  [ 50  60  96]
  [ 46  52  88]]

 [[ 66 150 186]
  [ 56 145 179]
  [ 57 139 176]
  ...
  [ 85  72 102]
  [ 71  80 121]
  [ 76 100 144]]

 [[ 77 154 196]
  [ 77 166 206]
  [ 81 168 211]
  ...
  [ 71 113 155]
  [ 76 115 156]
  [ 71 109 154]]]",odissi
"[[[48  6 18]
  [48  6 18]
  [46  2 15]
  ...
  [39  5 19]
  [36  2 16]
  [38  4 18]]

 [[48  4 17]
  [53  9 22]
  [48  4 17]
  ...
  [39  5 19]
  [38  4 18]
  [41  5 15]]

 [[49  5 18]
  [51  7 20]
  [51  7 20]
  ...
  [44  8 22]
  [43  7 21]
  [41  6 13]]

 ...

 [[13  4  9]
  [14  5 10]
  [13  7 11]
  ...
  [ 3  2 10]
  [ 3  2 10]
  [ 3  1 12]]

 [[15  3  5]
  [23  4  6]
  [48 16  5]
  ...
  [ 2  1  9]
  [ 3  2 10]
  [ 2  1  9]]

 [[31  2  6]
  [36  2  3]
  [40  4  8]
  ...
  [ 3  2 10]
  [ 3  1 12]
  [ 1  0  6]]]",sattriya
"[[[ 39  59  66]
  [ 37  55  59]
  [ 39  55  55]
  ...
  [  9   9   9]
  [  9  13  12]
  [  6   6   6]]

 [[ 38  56  60]
  [ 38  57  63]
  [ 20  35  38]
  ...
  [  6   6   6]
  [  5   9   8]
  [  6   6   6]]

 [[ 51  63  63]
  [ 30  40  39]
  [ 43  54  58]
  ...
  [  8   8   8]
  [  8  12  11]
  [  6   6   6]]

 ...

 [[128 125 134]
  [123 122 138]
  [122 122 132]
  ...
  [121  91  80]
  [ 92  70  56]
  [107  88  48]]

 [[148 142 128]
  [140 138 139]
  [115 114 119]
  ...
  [ 28  36  15]
  [ 47  40  30]
  [141 113 102]]

 [[134 124 114]
  [141 136 143]
  [136 132 131]
  ...
  [ 45  41  30]
  [ 52  55  48]
  [ 58  62  61]]]",manipuri
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[15 14 10]
  [15 14  9]
  [18 18 10]
  ...
  [27 18 11]
  [31 18 12]
  [23 14  7]]

 [[21 18 11]
  [21 18 11]
  [23 20 13]
  ...
  [49 31 17]
  [51 32 18]
  [49 31 17]]

 [[26 19 11]
  [26 19 11]
  [26 19 11]
  ...
  [27 20 12]
  [26 22 13]
  [32 23 16]]]",kuchipudi
"[[[ 21  15  17]
  [ 24  13  27]
  [ 28  11  27]
  ...
  [ 26  11  32]
  [ 26  18   0]
  [ 26  18   0]]

 [[ 21  18   0]
  [ 24  14  15]
  [ 28   9  31]
  ...
  [ 25   8  42]
  [ 25  15   5]
  [ 25  17   0]]

 [[ 22  10  32]
  [ 26   5  61]
  [ 37   1 101]
  ...
  [ 31  10  66]
  [ 23  11  15]
  [ 23  13   3]]

 ...

 [[ 30  10  21]
  [ 38  17  36]
  [ 43  17  54]
  ...
  [ 27  16  32]
  [ 22  12  23]
  [ 24  14  23]]

 [[ 24  10  10]
  [ 34  19  26]
  [ 42  23  45]
  ...
  [ 33  23  32]
  [ 21  11  19]
  [ 18   9  12]]

 [[ 22  16   4]
  [ 22  15   7]
  [ 23  12  16]
  ...
  [ 22  13  18]
  [ 22  13  14]
  [ 22  14  11]]]",odissi
"[[[14 41 70]
  [15 42 71]
  [21 44 76]
  ...
  [11 34 66]
  [10 33 67]
  [11 31 68]]

 [[14 41 70]
  [17 44 73]
  [20 47 76]
  ...
  [11 34 66]
  [10 33 67]
  [ 9 31 68]]

 [[14 41 70]
  [16 43 72]
  [21 46 76]
  ...
  [12 35 67]
  [10 33 67]
  [10 30 67]]

 ...

 [[ 5 27 66]
  [ 5 27 68]
  [ 7 29 66]
  ...
  [12 35 67]
  [14 37 71]
  [10 33 67]]

 [[10 33 67]
  [ 6 28 67]
  [ 6 28 65]
  ...
  [18 41 72]
  [11 34 68]
  [11 34 68]]

 [[ 7 29 68]
  [ 6 28 69]
  [ 9 32 66]
  ...
  [10 33 67]
  [10 32 69]
  [ 9 31 68]]]",kathak
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   0   5]
  [  0   0   4]
  [  0   0   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   0   5]
  [  2   1   6]
  [  0   0   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   0   5]
  [  2   1   6]
  [  0   0   0]]

 ...

 [[  0   3   8]
  [  2   9  15]
  [  6  20  23]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 93   3   2]
  [131  26  30]
  [ 47   2   7]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[194  16   2]
  [180  15   0]
  [217  48  27]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",kathakali
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",manipuri
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   4]
  [  2   2   4]
  [  2   2   4]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   4]
  [  2   2   4]
  [  2   2   4]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   4]
  [  2   2   4]
  [  2   2   4]]

 ...

 [[ 14   6  45]
  [114 137  47]
  [136 159  91]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   0]]

 [[  7   0   8]
  [  1  22   0]
  [120 159  96]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  4   5   7]
  [125 107  67]
  [ 75 128  46]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",kathakali
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kathak
"[[[128 168 194]
  [130 170 196]
  [135 175 201]
  ...
  [244 238 224]
  [245 233 219]
  [247 227 200]]

 [[124 163 192]
  [125 164 193]
  [128 167 196]
  ...
  [246 238 217]
  [252 235 217]
  [249 217 204]]

 [[126 165 198]
  [125 164 197]
  [126 165 194]
  ...
  [246 210 184]
  [246 204 180]
  [242 197 174]]

 ...

 [[206 203 186]
  [208 205 188]
  [210 207 190]
  ...
  [178 169 136]
  [186 179 151]
  [193 183 158]]

 [[208 206 193]
  [195 193 180]
  [209 207 194]
  ...
  [188 181 153]
  [197 188 171]
  [196 194 171]]

 [[189 187 174]
  [211 209 196]
  [213 211 198]
  ...
  [200 195 176]
  [188 184 159]
  [206 203 186]]]",bharatanatyam
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",odissi
"[[[  0   0   0]
  [  2   2   2]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  0   0   0]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[116  93  77]
  [152 130 116]
  [166 144 123]
  ...
  [186 160 137]
  [169 146 115]
  [200 179 158]]

 [[154 128 103]
  [174 152 131]
  [172 150 127]
  ...
  [180 163 137]
  [181 154 125]
  [174 147 120]]

 [[164 134 110]
  [193 171 147]
  [187 161 136]
  ...
  [175 149 126]
  [191 170 141]
  [159 133 106]]]",bharatanatyam
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[90 90 90]
  [90 90 90]
  [90 90 90]
  ...
  [90 90 90]
  [90 90 90]
  [90 90 90]]]",kuchipudi
"[[[13 20 26]
  [13 20 26]
  [14 21 27]
  ...
  [16 11 15]
  [14 12 15]
  [ 9  9 11]]

 [[13 20 26]
  [13 20 26]
  [14 21 27]
  ...
  [16 11 15]
  [14 12 15]
  [ 9  9 11]]

 [[13 20 26]
  [13 20 26]
  [14 21 27]
  ...
  [16 11 15]
  [14 12 15]
  [ 9  9 11]]

 ...

 [[10 10 12]
  [10 10 12]
  [11 11 13]
  ...
  [15 13 14]
  [14 12 15]
  [ 9  9 11]]

 [[10 10 12]
  [10 10 12]
  [11 11 13]
  ...
  [15 13 14]
  [14 12 15]
  [ 9  9 11]]

 [[10 10 12]
  [10 10 12]
  [11 11 13]
  ...
  [15 13 14]
  [14 12 15]
  [ 9  9 11]]]",kathak
"[[[ 54  53  58]
  [ 46  45  50]
  [ 45  45  47]
  ...
  [ 54  52  55]
  [ 55  55  55]
  [ 57  57  57]]

 [[ 53  53  55]
  [163 163 165]
  [157 157 157]
  ...
  [154 153 148]
  [158 158 158]
  [ 41  41  41]]

 [[ 61  61  61]
  [154 154 152]
  [155 156 151]
  ...
  [154 154 144]
  [145 145 145]
  [ 51  51  51]]

 ...

 [[ 60  60  58]
  [155 155 153]
  [152 153 148]
  ...
  [154 151 144]
  [140 140 140]
  [ 54  54  54]]

 [[ 67  67  69]
  [163 163 163]
  [139 139 137]
  ...
  [155 154 150]
  [141 141 141]
  [ 47  47  47]]

 [[ 68  67  72]
  [ 50  50  52]
  [ 55  55  55]
  ...
  [ 46  46  44]
  [ 54  54  54]
  [ 53  53  53]]]",mohiniyattam
"[[[ 27  29  15]
  [ 26  28  14]
  [ 30  32  18]
  ...
  [ 26  28  14]
  [ 27  29  15]
  [ 27  29  15]]

 [[ 27  29  15]
  [ 26  28  14]
  [ 30  32  18]
  ...
  [ 26  28  14]
  [ 27  29  15]
  [ 27  29  15]]

 [[ 26  28  14]
  [ 29  31  17]
  [ 27  29  15]
  ...
  [ 26  28  14]
  [ 28  30  16]
  [ 28  30  16]]

 ...

 [[161 125 109]
  [168 132 116]
  [158 122 106]
  ...
  [156 114 102]
  [144 108  94]
  [175 146 130]]

 [[139  96  80]
  [136  93  77]
  [140 101  84]
  ...
  [143 110  93]
  [134  97  81]
  [151 118 103]]

 [[124  82  66]
  [132  90  74]
  [170 131 114]
  ...
  [164 131 114]
  [134  97  81]
  [158 129 113]]]",manipuri
"[[[ 17  18  20]
  [ 10  11  13]
  [  8   9  11]
  ...
  [ 20  21  26]
  [ 20  21  26]
  [ 19  20  25]]

 [[ 17  18  20]
  [ 10  11  13]
  [  8   9  11]
  ...
  [ 20  21  26]
  [ 20  21  26]
  [ 19  20  25]]

 [[ 17  18  20]
  [ 10  11  13]
  [  9  10  12]
  ...
  [ 19  20  25]
  [ 19  20  25]
  [ 18  19  24]]

 ...

 [[105  89  76]
  [ 96  80  67]
  [ 68  52  39]
  ...
  [100  82  68]
  [ 92  74  60]
  [ 78  60  46]]

 [[ 92  76  61]
  [ 98  82  67]
  [107  91  76]
  ...
  [ 67  49  35]
  [ 52  34  20]
  [ 64  46  32]]

 [[ 89  73  58]
  [ 80  64  49]
  [ 77  61  46]
  ...
  [101  85  72]
  [101  85  72]
  [112  96  83]]]",bharatanatyam
